frame,event,worms_before,worms_after
20,appear,[],[np.int32(88)]
20,appear,[],[np.int32(89)]
20,disappear,[np.int32(1)],[]
20,disappear,[np.int32(2)],[]
20,disappear,[np.int32(4)],[]
20,disappear,[np.int32(5)],[]
20,disappear,[np.int32(6)],[]
20,disappear,[np.int32(7)],[]
20,split,[np.int32(8)],"[np.int64(81), np.int64(83)]"
30,appear,[],[np.int32(1)]
30,appear,[],[np.int32(2)]
30,appear,[],[np.int32(4)]
30,appear,[],[np.int32(5)]
30,appear,[],[np.int32(6)]
30,appear,[],[np.int32(9)]
30,appear,[],[np.int32(10)]
30,appear,[],[np.int32(11)]
30,appear,[],[np.int32(12)]
30,appear,[],[np.int32(14)]
30,appear,[],[np.int32(15)]
30,appear,[],[np.int32(18)]
30,appear,[],[np.int32(19)]
30,appear,[],[np.int32(22)]
30,appear,[],[np.int32(23)]
30,appear,[],[np.int32(24)]
30,appear,[],[np.int32(25)]
30,appear,[],[np.int32(26)]
30,appear,[],[np.int32(27)]
30,appear,[],[np.int32(28)]
30,appear,[],[np.int32(29)]
30,appear,[],[np.int32(30)]
30,appear,[],[np.int32(31)]
30,appear,[],[np.int32(32)]
30,appear,[],[np.int32(33)]
30,appear,[],[np.int32(34)]
30,appear,[],[np.int32(35)]
30,appear,[],[np.int32(37)]
30,appear,[],[np.int32(38)]
30,appear,[],[np.int32(39)]
30,appear,[],[np.int32(40)]
30,appear,[],[np.int32(41)]
30,appear,[],[np.int32(42)]
30,appear,[],[np.int32(44)]
30,appear,[],[np.int32(45)]
30,appear,[],[np.int32(46)]
30,appear,[],[np.int32(47)]
30,appear,[],[np.int32(48)]
30,appear,[],[np.int32(49)]
30,appear,[],[np.int32(50)]
30,appear,[],[np.int32(55)]
30,appear,[],[np.int32(56)]
30,appear,[],[np.int32(58)]
30,appear,[],[np.int32(59)]
30,appear,[],[np.int32(60)]
30,appear,[],[np.int32(61)]
30,appear,[],[np.int32(62)]
30,appear,[],[np.int32(64)]
30,appear,[],[np.int32(67)]
30,appear,[],[np.int32(68)]
30,appear,[],[np.int32(69)]
30,appear,[],[np.int32(70)]
30,appear,[],[np.int32(72)]
30,appear,[],[np.int32(73)]
30,appear,[],[np.int32(74)]
30,appear,[],[np.int32(76)]
30,appear,[],[np.int32(79)]
30,merge,"[np.int64(46), np.int64(54)]",[np.int32(83)]
30,appear,[],[np.int32(87)]
30,appear,[],[np.int32(89)]
30,appear,[],[np.int32(91)]
30,appear,[],[np.int32(92)]
30,appear,[],[np.int32(95)]
30,appear,[],[np.int32(96)]
30,appear,[],[np.int32(99)]
30,appear,[],[np.int32(100)]
30,appear,[],[np.int32(101)]
30,appear,[],[np.int32(102)]
30,appear,[],[np.int32(105)]
30,appear,[],[np.int32(106)]
30,appear,[],[np.int32(107)]
30,appear,[],[np.int32(109)]
30,appear,[],[np.int32(110)]
30,appear,[],[np.int32(112)]
30,appear,[],[np.int32(113)]
30,appear,[],[np.int32(115)]
30,appear,[],[np.int32(116)]
30,appear,[],[np.int32(117)]
30,appear,[],[np.int32(118)]
30,appear,[],[np.int32(122)]
30,appear,[],[np.int32(124)]
30,appear,[],[np.int32(125)]
30,appear,[],[np.int32(126)]
30,appear,[],[np.int32(127)]
30,appear,[],[np.int32(129)]
30,appear,[],[np.int32(131)]
30,appear,[],[np.int32(132)]
30,appear,[],[np.int32(133)]
30,appear,[],[np.int32(134)]
30,appear,[],[np.int32(135)]
30,split,[np.int32(1)],"[np.int64(3), np.int64(13)]"
30,disappear,[np.int32(2)],[]
30,disappear,[np.int32(4)],[]
30,disappear,[np.int32(5)],[]
30,disappear,[np.int32(7)],[]
30,disappear,[np.int32(8)],[]
30,disappear,[np.int32(9)],[]
30,disappear,[np.int32(13)],[]
30,disappear,[np.int32(14)],[]
30,disappear,[np.int32(15)],[]
30,disappear,[np.int32(16)],[]
30,disappear,[np.int32(17)],[]
30,disappear,[np.int32(19)],[]
30,disappear,[np.int32(20)],[]
30,disappear,[np.int32(21)],[]
30,disappear,[np.int32(22)],[]
30,disappear,[np.int32(23)],[]
30,disappear,[np.int32(24)],[]
30,disappear,[np.int32(27)],[]
30,disappear,[np.int32(28)],[]
30,disappear,[np.int32(29)],[]
30,disappear,[np.int32(30)],[]
30,disappear,[np.int32(33)],[]
30,disappear,[np.int32(36)],[]
30,disappear,[np.int32(39)],[]
30,disappear,[np.int32(43)],[]
30,disappear,[np.int32(51)],[]
30,disappear,[np.int32(53)],[]
30,disappear,[np.int32(55)],[]
30,disappear,[np.int32(56)],[]
30,disappear,[np.int32(57)],[]
30,disappear,[np.int32(59)],[]
30,disappear,[np.int32(61)],[]
30,split,[np.int32(62)],"[np.int64(86), np.int64(88)]"
30,disappear,[np.int32(67)],[]
30,disappear,[np.int32(68)],[]
30,disappear,[np.int32(71)],[]
30,disappear,[np.int32(74)],[]
30,disappear,[np.int32(75)],[]
30,disappear,[np.int32(77)],[]
30,disappear,[np.int32(78)],[]
30,disappear,[np.int32(79)],[]
30,disappear,[np.int32(82)],[]
30,disappear,[np.int32(85)],[]
30,disappear,[np.int32(88)],[]
30,disappear,[np.int32(89)],[]
40,appear,[],[np.int32(3)]
40,appear,[],[np.int32(4)]
40,appear,[],[np.int32(5)]
40,appear,[],[np.int32(6)]
40,appear,[],[np.int32(7)]
40,appear,[],[np.int32(8)]
40,appear,[],[np.int32(9)]
40,appear,[],[np.int32(11)]
40,appear,[],[np.int32(12)]
40,appear,[],[np.int32(13)]
40,appear,[],[np.int32(15)]
40,appear,[],[np.int32(18)]
40,appear,[],[np.int32(20)]
40,appear,[],[np.int32(22)]
40,appear,[],[np.int32(23)]
40,appear,[],[np.int32(26)]
40,appear,[],[np.int32(28)]
40,appear,[],[np.int32(29)]
40,appear,[],[np.int32(31)]
40,appear,[],[np.int32(32)]
40,appear,[],[np.int32(33)]
40,appear,[],[np.int32(34)]
40,appear,[],[np.int32(35)]
40,appear,[],[np.int32(37)]
40,appear,[],[np.int32(38)]
40,appear,[],[np.int32(39)]
40,appear,[],[np.int32(42)]
40,appear,[],[np.int32(43)]
40,appear,[],[np.int32(45)]
40,appear,[],[np.int32(46)]
40,appear,[],[np.int32(47)]
40,appear,[],[np.int32(48)]
40,appear,[],[np.int32(51)]
40,appear,[],[np.int32(52)]
40,appear,[],[np.int32(55)]
40,appear,[],[np.int32(56)]
40,appear,[],[np.int32(59)]
40,appear,[],[np.int32(64)]
40,appear,[],[np.int32(66)]
40,appear,[],[np.int32(69)]
40,appear,[],[np.int32(78)]
40,appear,[],[np.int32(81)]
40,appear,[],[np.int32(82)]
40,appear,[],[np.int32(83)]
40,appear,[],[np.int32(91)]
40,appear,[],[np.int32(93)]
40,appear,[],[np.int32(94)]
40,appear,[],[np.int32(103)]
40,appear,[],[np.int32(104)]
40,appear,[],[np.int32(106)]
40,appear,[],[np.int32(109)]
40,appear,[],[np.int32(112)]
40,appear,[],[np.int32(115)]
40,appear,[],[np.int32(116)]
40,appear,[],[np.int32(118)]
40,appear,[],[np.int32(121)]
40,appear,[],[np.int32(123)]
40,appear,[],[np.int32(126)]
40,appear,[],[np.int32(130)]
40,appear,[],[np.int32(131)]
40,appear,[],[np.int32(137)]
40,appear,[],[np.int32(138)]
40,appear,[],[np.int32(139)]
40,appear,[],[np.int32(140)]
40,appear,[],[np.int32(141)]
40,disappear,[np.int32(3)],[]
40,disappear,[np.int32(4)],[]
40,disappear,[np.int32(5)],[]
40,disappear,[np.int32(6)],[]
40,disappear,[np.int32(7)],[]
40,disappear,[np.int32(9)],[]
40,disappear,[np.int32(10)],[]
40,disappear,[np.int32(11)],[]
40,disappear,[np.int32(12)],[]
40,disappear,[np.int32(13)],[]
40,disappear,[np.int32(14)],[]
40,disappear,[np.int32(15)],[]
40,disappear,[np.int32(17)],[]
40,disappear,[np.int32(19)],[]
40,disappear,[np.int32(21)],[]
40,disappear,[np.int32(24)],[]
40,disappear,[np.int32(29)],[]
40,disappear,[np.int32(30)],[]
40,disappear,[np.int32(32)],[]
40,disappear,[np.int32(33)],[]
40,disappear,[np.int32(34)],[]
40,disappear,[np.int32(36)],[]
40,disappear,[np.int32(37)],[]
40,disappear,[np.int32(42)],[]
40,disappear,[np.int32(44)],[]
40,disappear,[np.int32(45)],[]
40,disappear,[np.int32(46)],[]
40,disappear,[np.int32(49)],[]
40,disappear,[np.int32(50)],[]
40,disappear,[np.int32(52)],[]
40,disappear,[np.int32(54)],[]
40,disappear,[np.int32(55)],[]
40,disappear,[np.int32(57)],[]
40,disappear,[np.int32(60)],[]
40,disappear,[np.int32(61)],[]
40,disappear,[np.int32(62)],[]
40,disappear,[np.int32(63)],[]
40,disappear,[np.int32(64)],[]
40,disappear,[np.int32(68)],[]
40,disappear,[np.int32(73)],[]
40,disappear,[np.int32(75)],[]
40,split,[np.int32(77)],"[np.int64(71), np.int64(84)]"
40,disappear,[np.int32(78)],[]
40,disappear,[np.int32(86)],[]
40,disappear,[np.int32(88)],[]
40,disappear,[np.int32(91)],[]
40,split,[np.int32(94)],"[np.int64(97), np.int64(98)]"
40,disappear,[np.int32(95)],[]
40,disappear,[np.int32(96)],[]
40,disappear,[np.int32(103)],[]
40,disappear,[np.int32(105)],[]
40,disappear,[np.int32(109)],[]
40,disappear,[np.int32(110)],[]
40,disappear,[np.int32(111)],[]
40,disappear,[np.int32(112)],[]
40,disappear,[np.int32(113)],[]
40,disappear,[np.int32(118)],[]
40,disappear,[np.int32(123)],[]
40,disappear,[np.int32(128)],[]
40,disappear,[np.int32(129)],[]
40,disappear,[np.int32(130)],[]
40,disappear,[np.int32(132)],[]
40,disappear,[np.int32(135)],[]
50,appear,[],[np.int32(2)]
50,appear,[],[np.int32(4)]
50,appear,[],[np.int32(6)]
50,appear,[],[np.int32(12)]
50,merge,"[np.int64(10), np.int64(25)]",[np.int32(14)]
50,appear,[],[np.int32(19)]
50,appear,[],[np.int32(21)]
50,appear,[],[np.int32(22)]
50,appear,[],[np.int32(24)]
50,appear,[],[np.int32(25)]
50,appear,[],[np.int32(26)]
50,appear,[],[np.int32(28)]
50,appear,[],[np.int32(31)]
50,appear,[],[np.int32(32)]
50,appear,[],[np.int32(35)]
50,appear,[],[np.int32(37)]
50,appear,[],[np.int32(41)]
50,appear,[],[np.int32(43)]
50,appear,[],[np.int32(45)]
50,appear,[],[np.int32(46)]
50,appear,[],[np.int32(48)]
50,appear,[],[np.int32(50)]
50,appear,[],[np.int32(51)]
50,appear,[],[np.int32(53)]
50,appear,[],[np.int32(54)]
50,appear,[],[np.int32(55)]
50,appear,[],[np.int32(56)]
50,appear,[],[np.int32(57)]
50,appear,[],[np.int32(60)]
50,appear,[],[np.int32(61)]
50,appear,[],[np.int32(65)]
50,appear,[],[np.int32(68)]
50,appear,[],[np.int32(70)]
50,appear,[],[np.int32(71)]
50,appear,[],[np.int32(74)]
50,appear,[],[np.int32(75)]
50,appear,[],[np.int32(81)]
50,appear,[],[np.int32(82)]
50,appear,[],[np.int32(83)]
50,appear,[],[np.int32(84)]
50,appear,[],[np.int32(90)]
50,appear,[],[np.int32(93)]
50,appear,[],[np.int32(95)]
50,appear,[],[np.int32(96)]
50,appear,[],[np.int32(97)]
50,appear,[],[np.int32(99)]
50,appear,[],[np.int32(100)]
50,appear,[],[np.int32(102)]
50,appear,[],[np.int32(103)]
50,appear,[],[np.int32(105)]
50,appear,[],[np.int32(108)]
50,appear,[],[np.int32(109)]
50,appear,[],[np.int32(112)]
50,appear,[],[np.int32(116)]
50,appear,[],[np.int32(117)]
50,appear,[],[np.int32(118)]
50,appear,[],[np.int32(121)]
50,appear,[],[np.int32(122)]
50,appear,[],[np.int32(126)]
50,appear,[],[np.int32(128)]
50,appear,[],[np.int32(136)]
50,appear,[],[np.int32(138)]
50,appear,[],[np.int32(139)]
50,disappear,[np.int32(1)],[]
50,disappear,[np.int32(4)],[]
50,disappear,[np.int32(6)],[]
50,disappear,[np.int32(11)],[]
50,disappear,[np.int32(12)],[]
50,disappear,[np.int32(13)],[]
50,disappear,[np.int32(18)],[]
50,disappear,[np.int32(20)],[]
50,disappear,[np.int32(23)],[]
50,disappear,[np.int32(26)],[]
50,disappear,[np.int32(27)],[]
50,disappear,[np.int32(28)],[]
50,disappear,[np.int32(29)],[]
50,disappear,[np.int32(32)],[]
50,disappear,[np.int32(34)],[]
50,disappear,[np.int32(35)],[]
50,disappear,[np.int32(37)],[]
50,disappear,[np.int32(38)],[]
50,disappear,[np.int32(39)],[]
50,disappear,[np.int32(41)],[]
50,disappear,[np.int32(44)],[]
50,split,[np.int32(49)],"[np.int64(42), np.int64(49)]"
50,disappear,[np.int32(50)],[]
50,disappear,[np.int32(52)],[]
50,disappear,[np.int32(54)],[]
50,disappear,[np.int32(55)],[]
50,disappear,[np.int32(56)],[]
50,disappear,[np.int32(58)],[]
50,disappear,[np.int32(59)],[]
50,disappear,[np.int32(63)],[]
50,disappear,[np.int32(64)],[]
50,disappear,[np.int32(68)],[]
50,disappear,[np.int32(69)],[]
50,disappear,[np.int32(71)],[]
50,disappear,[np.int32(77)],[]
50,disappear,[np.int32(78)],[]
50,disappear,[np.int32(82)],[]
50,disappear,[np.int32(83)],[]
50,disappear,[np.int32(87)],[]
50,split,[np.int32(88)],"[np.int64(87), np.int64(101)]"
50,disappear,[np.int32(91)],[]
50,disappear,[np.int32(92)],[]
50,disappear,[np.int32(94)],[]
50,disappear,[np.int32(95)],[]
50,disappear,[np.int32(96)],[]
50,disappear,[np.int32(97)],[]
50,disappear,[np.int32(99)],[]
50,disappear,[np.int32(100)],[]
50,disappear,[np.int32(101)],[]
50,disappear,[np.int32(104)],[]
50,disappear,[np.int32(109)],[]
50,disappear,[np.int32(112)],[]
50,disappear,[np.int32(113)],[]
50,disappear,[np.int32(114)],[]
50,disappear,[np.int32(117)],[]
50,disappear,[np.int32(120)],[]
50,disappear,[np.int32(122)],[]
50,disappear,[np.int32(130)],[]
50,disappear,[np.int32(131)],[]
50,disappear,[np.int32(134)],[]
50,disappear,[np.int32(136)],[]
50,disappear,[np.int32(137)],[]
50,disappear,[np.int32(138)],[]
50,disappear,[np.int32(139)],[]
50,disappear,[np.int32(140)],[]
50,disappear,[np.int32(141)],[]
60,appear,[],[np.int32(1)]
60,appear,[],[np.int32(3)]
60,appear,[],[np.int32(4)]
60,appear,[],[np.int32(8)]
60,appear,[],[np.int32(10)]
60,appear,[],[np.int32(15)]
60,appear,[],[np.int32(18)]
60,appear,[],[np.int32(24)]
60,appear,[],[np.int32(29)]
60,appear,[],[np.int32(32)]
60,appear,[],[np.int32(35)]
60,appear,[],[np.int32(41)]
60,appear,[],[np.int32(45)]
60,appear,[],[np.int32(49)]
60,appear,[],[np.int32(50)]
60,appear,[],[np.int32(51)]
60,appear,[],[np.int32(52)]
60,appear,[],[np.int32(53)]
60,appear,[],[np.int32(58)]
60,appear,[],[np.int32(59)]
60,appear,[],[np.int32(62)]
60,appear,[],[np.int32(66)]
60,appear,[],[np.int32(73)]
60,appear,[],[np.int32(78)]
60,appear,[],[np.int32(79)]
60,appear,[],[np.int32(81)]
60,appear,[],[np.int32(85)]
60,appear,[],[np.int32(87)]
60,appear,[],[np.int32(88)]
60,appear,[],[np.int32(90)]
60,appear,[],[np.int32(91)]
60,appear,[],[np.int32(92)]
60,appear,[],[np.int32(94)]
60,appear,[],[np.int32(95)]
60,appear,[],[np.int32(101)]
60,appear,[],[np.int32(105)]
60,appear,[],[np.int32(111)]
60,appear,[],[np.int32(112)]
60,appear,[],[np.int32(115)]
60,appear,[],[np.int32(117)]
60,appear,[],[np.int32(119)]
60,appear,[],[np.int32(121)]
60,appear,[],[np.int32(122)]
60,appear,[],[np.int32(124)]
60,disappear,[np.int32(1)],[]
60,disappear,[np.int32(3)],[]
60,disappear,[np.int32(6)],[]
60,disappear,[np.int32(8)],[]
60,disappear,[np.int32(10)],[]
60,disappear,[np.int32(17)],[]
60,disappear,[np.int32(20)],[]
60,disappear,[np.int32(25)],[]
60,disappear,[np.int32(26)],[]
60,disappear,[np.int32(31)],[]
60,disappear,[np.int32(36)],[]
60,disappear,[np.int32(37)],[]
60,disappear,[np.int32(38)],[]
60,split,[np.int32(40)],"[np.int64(37), np.int64(40)]"
60,disappear,[np.int32(44)],[]
60,disappear,[np.int32(47)],[]
60,disappear,[np.int32(49)],[]
60,disappear,[np.int32(51)],[]
60,disappear,[np.int32(52)],[]
60,disappear,[np.int32(53)],[]
60,disappear,[np.int32(56)],[]
60,disappear,[np.int32(57)],[]
60,split,[np.int32(60)],"[np.int64(60), np.int64(65)]"
60,disappear,[np.int32(62)],[]
60,disappear,[np.int32(64)],[]
60,disappear,[np.int32(65)],[]
60,disappear,[np.int32(67)],[]
60,disappear,[np.int32(69)],[]
60,disappear,[np.int32(70)],[]
60,disappear,[np.int32(71)],[]
60,disappear,[np.int32(72)],[]
60,disappear,[np.int32(74)],[]
60,disappear,[np.int32(75)],[]
60,disappear,[np.int32(76)],[]
60,disappear,[np.int32(77)],[]
60,disappear,[np.int32(81)],[]
60,disappear,[np.int32(84)],[]
60,disappear,[np.int32(85)],[]
60,disappear,[np.int32(88)],[]
60,disappear,[np.int32(90)],[]
60,disappear,[np.int32(91)],[]
60,disappear,[np.int32(95)],[]
60,disappear,[np.int32(97)],[]
60,disappear,[np.int32(99)],[]
60,disappear,[np.int32(100)],[]
60,disappear,[np.int32(101)],[]
60,disappear,[np.int32(102)],[]
60,disappear,[np.int32(103)],[]
60,disappear,[np.int32(106)],[]
60,disappear,[np.int32(108)],[]
60,disappear,[np.int32(112)],[]
60,disappear,[np.int32(113)],[]
60,disappear,[np.int32(119)],[]
60,split,[np.int32(123)],"[np.int64(110), np.int64(116)]"
60,disappear,[np.int32(124)],[]
60,disappear,[np.int32(125)],[]
60,disappear,[np.int32(126)],[]
60,disappear,[np.int32(128)],[]
60,disappear,[np.int32(129)],[]
60,disappear,[np.int32(131)],[]
60,disappear,[np.int32(132)],[]
60,disappear,[np.int32(133)],[]
60,disappear,[np.int32(135)],[]
60,disappear,[np.int32(137)],[]
60,disappear,[np.int32(138)],[]
60,disappear,[np.int32(139)],[]
70,appear,[],[np.int32(2)]
70,appear,[],[np.int32(4)]
70,appear,[],[np.int32(7)]
70,appear,[],[np.int32(13)]
70,appear,[],[np.int32(18)]
70,appear,[],[np.int32(25)]
70,appear,[],[np.int32(27)]
70,appear,[],[np.int32(30)]
70,appear,[],[np.int32(34)]
70,appear,[],[np.int32(35)]
70,appear,[],[np.int32(36)]
70,appear,[],[np.int32(39)]
70,appear,[],[np.int32(45)]
70,appear,[],[np.int32(50)]
70,appear,[],[np.int32(53)]
70,appear,[],[np.int32(54)]
70,appear,[],[np.int32(55)]
70,appear,[],[np.int32(58)]
70,appear,[],[np.int32(59)]
70,appear,[],[np.int32(61)]
70,appear,[],[np.int32(62)]
70,appear,[],[np.int32(65)]
70,appear,[],[np.int32(68)]
70,appear,[],[np.int32(74)]
70,appear,[],[np.int32(75)]
70,appear,[],[np.int32(78)]
70,appear,[],[np.int32(81)]
70,appear,[],[np.int32(83)]
70,appear,[],[np.int32(85)]
70,appear,[],[np.int32(86)]
70,appear,[],[np.int32(87)]
70,merge,"[np.int64(88), np.int64(97)]",[np.int32(88)]
70,merge,"[np.int64(93), np.int64(105)]",[np.int32(89)]
70,merge,"[np.int64(110), np.int64(116)]",[np.int32(98)]
70,appear,[],[np.int32(102)]
70,appear,[],[np.int32(104)]
70,appear,[],[np.int32(105)]
70,appear,[],[np.int32(106)]
70,appear,[],[np.int32(108)]
70,appear,[],[np.int32(109)]
70,appear,[],[np.int32(110)]
70,appear,[],[np.int32(111)]
70,appear,[],[np.int32(113)]
70,appear,[],[np.int32(115)]
70,disappear,[np.int32(5)],[]
70,disappear,[np.int32(9)],[]
70,disappear,[np.int32(16)],[]
70,disappear,[np.int32(17)],[]
70,disappear,[np.int32(18)],[]
70,disappear,[np.int32(19)],[]
70,disappear,[np.int32(20)],[]
70,disappear,[np.int32(24)],[]
70,disappear,[np.int32(28)],[]
70,disappear,[np.int32(31)],[]
70,disappear,[np.int32(32)],[]
70,disappear,[np.int32(33)],[]
70,disappear,[np.int32(35)],[]
70,disappear,[np.int32(36)],[]
70,disappear,[np.int32(38)],[]
70,disappear,[np.int32(40)],[]
70,disappear,[np.int32(41)],[]
70,disappear,[np.int32(42)],[]
70,disappear,[np.int32(47)],[]
70,disappear,[np.int32(50)],[]
70,disappear,[np.int32(51)],[]
70,disappear,[np.int32(56)],[]
70,disappear,[np.int32(59)],[]
70,disappear,[np.int32(61)],[]
70,disappear,[np.int32(63)],[]
70,disappear,[np.int32(65)],[]
70,disappear,[np.int32(73)],[]
70,disappear,[np.int32(79)],[]
70,disappear,[np.int32(81)],[]
70,disappear,[np.int32(83)],[]
70,disappear,[np.int32(85)],[]
70,disappear,[np.int32(89)],[]
70,disappear,[np.int32(90)],[]
70,disappear,[np.int32(91)],[]
70,disappear,[np.int32(92)],[]
70,disappear,[np.int32(94)],[]
70,split,[np.int32(97)],"[np.int64(88), np.int64(93)]"
70,disappear,[np.int32(98)],[]
70,disappear,[np.int32(101)],[]
70,disappear,[np.int32(106)],[]
70,disappear,[np.int32(108)],[]
70,disappear,[np.int32(109)],[]
70,disappear,[np.int32(112)],[]
70,disappear,[np.int32(117)],[]
70,disappear,[np.int32(118)],[]
70,disappear,[np.int32(119)],[]
70,disappear,[np.int32(120)],[]
70,disappear,[np.int32(121)],[]
70,disappear,[np.int32(122)],[]
80,appear,[],[np.int32(4)]
80,appear,[],[np.int32(5)]
80,appear,[],[np.int32(6)]
80,appear,[],[np.int32(9)]
80,appear,[],[np.int32(14)]
80,appear,[],[np.int32(18)]
80,appear,[],[np.int32(19)]
80,appear,[],[np.int32(20)]
80,appear,[],[np.int32(24)]
80,appear,[],[np.int32(25)]
80,appear,[],[np.int32(26)]
80,appear,[],[np.int32(32)]
80,appear,[],[np.int32(36)]
80,appear,[],[np.int32(38)]
80,appear,[],[np.int32(40)]
80,appear,[],[np.int32(41)]
80,appear,[],[np.int32(43)]
80,appear,[],[np.int32(47)]
80,appear,[],[np.int32(51)]
80,appear,[],[np.int32(58)]
80,appear,[],[np.int32(59)]
80,appear,[],[np.int32(62)]
80,appear,[],[np.int32(64)]
80,appear,[],[np.int32(68)]
80,appear,[],[np.int32(69)]
80,merge,"[np.int64(77), np.int64(82)]",[np.int32(76)]
80,appear,[],[np.int32(84)]
80,appear,[],[np.int32(88)]
80,appear,[],[np.int32(91)]
80,appear,[],[np.int32(94)]
80,appear,[],[np.int32(98)]
80,appear,[],[np.int32(101)]
80,appear,[],[np.int32(102)]
80,appear,[],[np.int32(104)]
80,appear,[],[np.int32(108)]
80,disappear,[np.int32(1)],[]
80,disappear,[np.int32(3)],[]
80,disappear,[np.int32(4)],[]
80,disappear,[np.int32(7)],[]
80,disappear,[np.int32(9)],[]
80,disappear,[np.int32(12)],[]
80,split,[np.int32(15)],"[np.int64(12), np.int64(16)]"
80,disappear,[np.int32(18)],[]
80,disappear,[np.int32(22)],[]
80,disappear,[np.int32(23)],[]
80,disappear,[np.int32(30)],[]
80,disappear,[np.int32(34)],[]
80,disappear,[np.int32(36)],[]
80,disappear,[np.int32(38)],[]
80,disappear,[np.int32(40)],[]
80,disappear,[np.int32(41)],[]
80,disappear,[np.int32(42)],[]
80,disappear,[np.int32(49)],[]
80,split,[np.int32(52)],"[np.int64(56), np.int64(60)]"
80,disappear,[np.int32(53)],[]
80,disappear,[np.int32(56)],[]
80,disappear,[np.int32(57)],[]
80,disappear,[np.int32(58)],[]
80,disappear,[np.int32(63)],[]
80,disappear,[np.int32(65)],[]
80,disappear,[np.int32(66)],[]
80,disappear,[np.int32(68)],[]
80,disappear,[np.int32(69)],[]
80,disappear,[np.int32(70)],[]
80,disappear,[np.int32(75)],[]
80,disappear,[np.int32(81)],[]
80,disappear,[np.int32(85)],[]
80,disappear,[np.int32(88)],[]
80,split,[np.int32(89)],"[np.int64(90), np.int64(96)]"
80,disappear,[np.int32(98)],[]
80,disappear,[np.int32(101)],[]
80,disappear,[np.int32(111)],[]
90,appear,[],[np.int32(1)]
90,appear,[],[np.int32(5)]
90,appear,[],[np.int32(6)]
90,appear,[],[np.int32(7)]
90,appear,[],[np.int32(8)]
90,merge,"[np.int64(12), np.int64(16)]",[np.int32(11)]
90,appear,[],[np.int32(12)]
90,appear,[],[np.int32(16)]
90,appear,[],[np.int32(17)]
90,appear,[],[np.int32(23)]
90,appear,[],[np.int32(25)]
90,appear,[],[np.int32(26)]
90,appear,[],[np.int32(27)]
90,appear,[],[np.int32(31)]
90,appear,[],[np.int32(34)]
