frame,event,worms_before,worms_after
40,disappear,[np.int32(16)],[]
40,disappear,[np.int32(17)],[]
40,disappear,[np.int32(19)],[]
40,disappear,[np.int32(20)],[]
40,disappear,[np.int32(21)],[]
40,disappear,[np.int32(22)],[]
40,disappear,[np.int32(23)],[]
40,disappear,[np.int32(24)],[]
40,disappear,[np.int32(25)],[]
40,disappear,[np.int32(26)],[]
40,disappear,[np.int32(27)],[]
40,disappear,[np.int32(30)],[]
50,appear,[],[np.int32(1)]
50,appear,[],[np.int32(2)]
50,appear,[],[np.int32(3)]
50,appear,[],[np.int32(5)]
50,appear,[],[np.int32(7)]
50,appear,[],[np.int32(8)]
50,appear,[],[np.int32(11)]
50,appear,[],[np.int32(12)]
50,appear,[],[np.int32(13)]
50,appear,[],[np.int32(14)]
50,appear,[],[np.int32(16)]
50,appear,[],[np.int32(20)]
50,disappear,[np.int32(3)],[]
50,disappear,[np.int32(4)],[]
50,disappear,[np.int32(7)],[]
50,disappear,[np.int32(8)],[]
50,disappear,[np.int32(9)],[]
50,disappear,[np.int32(11)],[]
50,disappear,[np.int32(14)],[]
50,disappear,[np.int32(15)],[]
50,disappear,[np.int32(18)],[]
50,disappear,[np.int32(19)],[]
60,appear,[],[np.int32(1)]
60,appear,[],[np.int32(4)]
60,appear,[],[np.int32(5)]
60,appear,[],[np.int32(6)]
60,appear,[],[np.int32(7)]
60,appear,[],[np.int32(9)]
60,appear,[],[np.int32(10)]
60,appear,[],[np.int32(11)]
60,appear,[],[np.int32(12)]
60,appear,[],[np.int32(13)]
60,appear,[],[np.int32(14)]
60,appear,[],[np.int32(15)]
60,appear,[],[np.int32(17)]
60,appear,[],[np.int32(19)]
60,disappear,[np.int32(1)],[]
60,disappear,[np.int32(2)],[]
60,disappear,[np.int32(3)],[]
60,disappear,[np.int32(4)],[]
60,disappear,[np.int32(5)],[]
60,disappear,[np.int32(8)],[]
60,disappear,[np.int32(9)],[]
60,disappear,[np.int32(11)],[]
60,disappear,[np.int32(12)],[]
60,disappear,[np.int32(13)],[]
60,disappear,[np.int32(14)],[]
60,disappear,[np.int32(15)],[]
60,disappear,[np.int32(18)],[]
60,disappear,[np.int32(19)],[]
60,disappear,[np.int32(20)],[]
60,disappear,[np.int32(21)],[]
60,disappear,[np.int32(22)],[]
70,appear,[],[np.int32(1)]
70,appear,[],[np.int32(2)]
70,appear,[],[np.int32(3)]
70,appear,[],[np.int32(4)]
70,appear,[],[np.int32(5)]
70,appear,[],[np.int32(7)]
70,appear,[],[np.int32(8)]
70,appear,[],[np.int32(9)]
70,appear,[],[np.int32(10)]
70,appear,[],[np.int32(11)]
70,appear,[],[np.int32(13)]
70,appear,[],[np.int32(15)]
70,appear,[],[np.int32(20)]
70,appear,[],[np.int32(21)]
70,disappear,[np.int32(1)],[]
70,disappear,[np.int32(2)],[]
70,disappear,[np.int32(4)],[]
70,disappear,[np.int32(5)],[]
70,disappear,[np.int32(6)],[]
70,disappear,[np.int32(7)],[]
70,disappear,[np.int32(8)],[]
70,disappear,[np.int32(10)],[]
70,disappear,[np.int32(12)],[]
70,split,[np.int32(14)],"[np.int64(16), np.int64(19)]"
70,disappear,[np.int32(15)],[]
70,disappear,[np.int32(16)],[]
70,disappear,[np.int32(17)],[]
70,disappear,[np.int32(18)],[]
80,appear,[],[np.int32(1)]
80,appear,[],[np.int32(2)]
80,merge,"[np.int64(9), np.int64(11)]",[np.int32(6)]
80,appear,[],[np.int32(7)]
80,appear,[],[np.int32(8)]
80,appear,[],[np.int32(9)]
80,merge,"[np.int64(16), np.int64(19)]",[np.int32(12)]
80,appear,[],[np.int32(13)]
80,disappear,[np.int32(1)],[]
80,disappear,[np.int32(2)],[]
80,disappear,[np.int32(4)],[]
80,disappear,[np.int32(5)],[]
80,disappear,[np.int32(8)],[]
80,disappear,[np.int32(10)],[]
80,disappear,[np.int32(12)],[]
80,disappear,[np.int32(13)],[]
80,disappear,[np.int32(14)],[]
80,disappear,[np.int32(18)],[]
80,disappear,[np.int32(20)],[]
80,disappear,[np.int32(21)],[]
90,appear,[],[np.int32(1)]
90,appear,[],[np.int32(3)]
90,appear,[],[np.int32(4)]
90,appear,[],[np.int32(9)]
90,appear,[],[np.int32(10)]
90,appear,[],[np.int32(13)]
90,disappear,[np.int32(1)],[]
90,disappear,[np.int32(3)],[]
90,disappear,[np.int32(4)],[]
90,disappear,[np.int32(11)],[]
90,disappear,[np.int32(12)],[]
90,disappear,[np.int32(13)],[]
100,appear,[],[np.int32(3)]
100,appear,[],[np.int32(4)]
100,appear,[],[np.int32(5)]
100,appear,[],[np.int32(9)]
100,appear,[],[np.int32(11)]
100,appear,[],[np.int32(12)]
100,appear,[],[np.int32(13)]
100,appear,[],[np.int32(16)]
100,appear,[],[np.int32(17)]
100,appear,[],[np.int32(18)]
100,appear,[],[np.int32(19)]
100,appear,[],[np.int32(20)]
100,appear,[],[np.int32(21)]
100,appear,[],[np.int32(22)]
100,split,[np.int32(4)],"[np.int64(6), np.int64(8)]"
100,disappear,[np.int32(5)],[]
100,disappear,[np.int32(6)],[]
100,disappear,[np.int32(8)],[]
100,disappear,[np.int32(9)],[]
100,disappear,[np.int32(10)],[]
100,disappear,[np.int32(13)],[]
110,appear,[],[np.int32(1)]
110,appear,[],[np.int32(3)]
110,appear,[],[np.int32(4)]
110,appear,[],[np.int32(6)]
110,appear,[],[np.int32(7)]
110,appear,[],[np.int32(12)]
110,appear,[],[np.int32(13)]
110,appear,[],[np.int32(15)]
110,disappear,[np.int32(1)],[]
110,disappear,[np.int32(2)],[]
110,disappear,[np.int32(4)],[]
110,disappear,[np.int32(5)],[]
110,disappear,[np.int32(6)],[]
110,disappear,[np.int32(7)],[]
110,disappear,[np.int32(9)],[]
110,disappear,[np.int32(12)],[]
110,disappear,[np.int32(15)],[]
110,disappear,[np.int32(16)],[]
110,disappear,[np.int32(17)],[]
110,disappear,[np.int32(18)],[]
110,disappear,[np.int32(20)],[]
110,disappear,[np.int32(21)],[]
110,disappear,[np.int32(22)],[]
120,appear,[],[np.int32(2)]
120,appear,[],[np.int32(3)]
120,appear,[],[np.int32(6)]
120,appear,[],[np.int32(7)]
120,appear,[],[np.int32(8)]
120,appear,[],[np.int32(9)]
120,appear,[],[np.int32(11)]
120,appear,[],[np.int32(12)]
120,appear,[],[np.int32(13)]
120,appear,[],[np.int32(14)]
120,disappear,[np.int32(1)],[]
120,disappear,[np.int32(3)],[]
120,disappear,[np.int32(4)],[]
120,disappear,[np.int32(5)],[]
120,disappear,[np.int32(7)],[]
120,disappear,[np.int32(8)],[]
120,disappear,[np.int32(10)],[]
120,disappear,[np.int32(11)],[]
120,disappear,[np.int32(13)],[]
120,disappear,[np.int32(14)],[]
130,appear,[],[np.int32(1)]
130,appear,[],[np.int32(3)]
130,appear,[],[np.int32(4)]
130,appear,[],[np.int32(5)]
130,appear,[],[np.int32(6)]
130,appear,[],[np.int32(8)]
130,appear,[],[np.int32(10)]
130,appear,[],[np.int32(11)]
130,appear,[],[np.int32(15)]
130,appear,[],[np.int32(18)]
130,appear,[],[np.int32(20)]
130,disappear,[np.int32(2)],[]
130,disappear,[np.int32(3)],[]
130,split,[np.int32(4)],"[np.int64(7), np.int64(9)]"
130,disappear,[np.int32(7)],[]
130,disappear,[np.int32(10)],[]
130,disappear,[np.int32(11)],[]
130,disappear,[np.int32(12)],[]
130,disappear,[np.int32(13)],[]
140,appear,[],[np.int32(1)]
140,appear,[],[np.int32(7)]
140,merge,"[np.int64(12), np.int64(15)]",[np.int32(8)]
140,appear,[],[np.int32(10)]
140,appear,[],[np.int32(12)]
140,appear,[],[np.int32(13)]
140,disappear,[np.int32(1)],[]
140,disappear,[np.int32(3)],[]
140,disappear,[np.int32(4)],[]
140,disappear,[np.int32(9)],[]
140,disappear,[np.int32(10)],[]
140,disappear,[np.int32(11)],[]
140,disappear,[np.int32(13)],[]
140,disappear,[np.int32(14)],[]
140,disappear,[np.int32(17)],[]
140,disappear,[np.int32(19)],[]
150,appear,[],[np.int32(2)]
150,appear,[],[np.int32(3)]
150,appear,[],[np.int32(4)]
150,appear,[],[np.int32(9)]
150,appear,[],[np.int32(10)]
150,appear,[],[np.int32(12)]
150,appear,[],[np.int32(13)]
150,appear,[],[np.int32(14)]
150,appear,[],[np.int32(17)]
150,appear,[],[np.int32(18)]
150,disappear,[np.int32(1)],[]
150,split,[np.int32(5)],"[np.int64(6), np.int64(8)]"
150,disappear,[np.int32(6)],[]
150,disappear,[np.int32(7)],[]
150,disappear,[np.int32(9)],[]
150,disappear,[np.int32(10)],[]
150,disappear,[np.int32(13)],[]
160,appear,[],[np.int32(2)]
160,appear,[],[np.int32(3)]
160,merge,"[np.int64(6), np.int64(8)]",[np.int32(6)]
160,appear,[],[np.int32(8)]
160,appear,[],[np.int32(11)]
160,appear,[],[np.int32(12)]
160,appear,[],[np.int32(16)]
160,appear,[],[np.int32(17)]
160,appear,[],[np.int32(18)]
160,appear,[],[np.int32(19)]
160,appear,[],[np.int32(21)]
160,disappear,[np.int32(3)],[]
160,disappear,[np.int32(7)],[]
160,disappear,[np.int32(9)],[]
160,disappear,[np.int32(12)],[]
160,disappear,[np.int32(13)],[]
160,disappear,[np.int32(15)],[]
160,disappear,[np.int32(18)],[]
170,appear,[],[np.int32(2)]
170,appear,[],[np.int32(5)]
170,appear,[],[np.int32(6)]
170,appear,[],[np.int32(10)]
170,appear,[],[np.int32(12)]
170,appear,[],[np.int32(15)]
170,disappear,[np.int32(1)],[]
170,disappear,[np.int32(6)],[]
170,disappear,[np.int32(9)],[]
170,disappear,[np.int32(11)],[]
170,disappear,[np.int32(12)],[]
170,disappear,[np.int32(14)],[]
170,disappear,[np.int32(15)],[]
170,disappear,[np.int32(16)],[]
170,disappear,[np.int32(17)],[]
170,disappear,[np.int32(18)],[]
170,disappear,[np.int32(20)],[]
180,appear,[],[np.int32(1)]
180,appear,[],[np.int32(5)]
180,appear,[],[np.int32(6)]
180,appear,[],[np.int32(7)]
180,appear,[],[np.int32(9)]
180,appear,[],[np.int32(10)]
180,appear,[],[np.int32(11)]
180,appear,[],[np.int32(13)]
180,disappear,[np.int32(1)],[]
180,disappear,[np.int32(2)],[]
180,disappear,[np.int32(4)],[]
180,disappear,[np.int32(5)],[]
180,disappear,[np.int32(7)],[]
180,disappear,[np.int32(8)],[]
180,disappear,[np.int32(10)],[]
180,disappear,[np.int32(11)],[]
180,disappear,[np.int32(13)],[]
180,disappear,[np.int32(15)],[]
180,disappear,[np.int32(16)],[]
190,appear,[],[np.int32(1)]
190,appear,[],[np.int32(3)]
190,appear,[],[np.int32(4)]
190,appear,[],[np.int32(7)]
190,appear,[],[np.int32(8)]
190,appear,[],[np.int32(13)]
190,appear,[],[np.int32(14)]
190,appear,[],[np.int32(15)]
190,appear,[],[np.int32(16)]
190,disappear,[np.int32(1)],[]
190,disappear,[np.int32(2)],[]
190,disappear,[np.int32(7)],[]
190,disappear,[np.int32(8)],[]
190,disappear,[np.int32(12)],[]
190,disappear,[np.int32(13)],[]
200,appear,[],[np.int32(1)]
200,appear,[],[np.int32(3)]
200,appear,[],[np.int32(6)]
200,appear,[],[np.int32(7)]
200,appear,[],[np.int32(9)]
200,appear,[],[np.int32(10)]
200,appear,[],[np.int32(11)]
200,appear,[],[np.int32(12)]
200,appear,[],[np.int32(16)]
200,disappear,[np.int32(1)],[]
200,disappear,[np.int32(2)],[]
200,disappear,[np.int32(5)],[]
200,disappear,[np.int32(7)],[]
200,disappear,[np.int32(8)],[]
200,disappear,[np.int32(10)],[]
200,disappear,[np.int32(13)],[]
200,disappear,[np.int32(15)],[]
200,disappear,[np.int32(16)],[]
