frame,event,worms_before,worms_after
11,appear,[],[np.int32(2)]
11,disappear,[np.int32(1)],[]
11,disappear,[np.int32(2)],[]
11,disappear,[np.int32(3)],[]
11,disappear,[np.int32(4)],[]
11,disappear,[np.int32(6)],[]
11,disappear,[np.int32(7)],[]
12,appear,[],[np.int32(1)]
12,appear,[],[np.int32(3)]
12,appear,[],[np.int32(4)]
12,appear,[],[np.int32(5)]
12,appear,[],[np.int32(6)]
12,disappear,[np.int32(2)],[]
12,disappear,[np.int32(3)],[]
13,appear,[],[np.int32(1)]
13,appear,[],[np.int32(2)]
13,appear,[],[np.int32(3)]
13,appear,[],[np.int32(4)]
13,appear,[],[np.int32(5)]
13,appear,[],[np.int32(6)]
13,appear,[],[np.int32(11)]
13,disappear,[np.int32(1)],[]
13,disappear,[np.int32(2)],[]
13,disappear,[np.int32(3)],[]
14,appear,[],[np.int32(1)]
14,appear,[],[np.int32(2)]
14,appear,[],[np.int32(3)]
14,appear,[],[np.int32(4)]
14,appear,[],[np.int32(6)]
14,appear,[],[np.int32(9)]
14,appear,[],[np.int32(12)]
14,appear,[],[np.int32(14)]
14,appear,[],[np.int32(15)]
14,disappear,[np.int32(4)],[]
14,disappear,[np.int32(6)],[]
14,disappear,[np.int32(9)],[]
15,appear,[],[np.int32(3)]
15,appear,[],[np.int32(5)]
15,appear,[],[np.int32(6)]
15,appear,[],[np.int32(8)]
15,appear,[],[np.int32(10)]
15,appear,[],[np.int32(11)]
15,merge,"[np.int64(11), np.int64(12)]",[np.int32(14)]
15,appear,[],[np.int32(15)]
15,appear,[],[np.int32(16)]
15,appear,[],[np.int32(17)]
15,appear,[],[np.int32(20)]
15,appear,[],[np.int32(21)]
15,disappear,[np.int32(4)],[]
15,disappear,[np.int32(5)],[]
15,disappear,[np.int32(8)],[]
15,disappear,[np.int32(13)],[]
15,disappear,[np.int32(14)],[]
15,disappear,[np.int32(17)],[]
16,appear,[],[np.int32(3)]
16,appear,[],[np.int32(5)]
16,appear,[],[np.int32(6)]
16,appear,[],[np.int32(7)]
16,appear,[],[np.int32(9)]
16,appear,[],[np.int32(10)]
16,appear,[],[np.int32(11)]
16,appear,[],[np.int32(12)]
16,appear,[],[np.int32(14)]
16,appear,[],[np.int32(15)]
16,appear,[],[np.int32(17)]
16,appear,[],[np.int32(18)]
16,appear,[],[np.int32(19)]
16,appear,[],[np.int32(20)]
16,appear,[],[np.int32(21)]
16,appear,[],[np.int32(24)]
16,appear,[],[np.int32(25)]
16,disappear,[np.int32(1)],[]
16,disappear,[np.int32(5)],[]
16,disappear,[np.int32(6)],[]
16,disappear,[np.int32(7)],[]
16,disappear,[np.int32(8)],[]
16,disappear,[np.int32(10)],[]
16,disappear,[np.int32(11)],[]
16,disappear,[np.int32(12)],[]
16,disappear,[np.int32(13)],[]
16,disappear,[np.int32(16)],[]
16,disappear,[np.int32(17)],[]
16,disappear,[np.int32(21)],[]
17,appear,[],[np.int32(1)]
17,appear,[],[np.int32(3)]
17,appear,[],[np.int32(7)]
17,appear,[],[np.int32(10)]
17,appear,[],[np.int32(11)]
17,appear,[],[np.int32(12)]
17,appear,[],[np.int32(14)]
17,appear,[],[np.int32(15)]
17,appear,[],[np.int32(16)]
17,appear,[],[np.int32(17)]
17,appear,[],[np.int32(20)]
17,appear,[],[np.int32(22)]
17,appear,[],[np.int32(23)]
17,appear,[],[np.int32(24)]
17,appear,[],[np.int32(25)]
17,appear,[],[np.int32(26)]
17,appear,[],[np.int32(27)]
17,appear,[],[np.int32(28)]
17,appear,[],[np.int32(29)]
17,appear,[],[np.int32(35)]
17,appear,[],[np.int32(37)]
17,appear,[],[np.int32(38)]
17,appear,[],[np.int32(39)]
17,disappear,[np.int32(2)],[]
17,disappear,[np.int32(12)],[]
17,disappear,[np.int32(19)],[]
17,disappear,[np.int32(20)],[]
17,disappear,[np.int32(21)],[]
18,appear,[],[np.int32(3)]
18,appear,[],[np.int32(4)]
18,appear,[],[np.int32(9)]
18,appear,[],[np.int32(11)]
18,appear,[],[np.int32(12)]
18,appear,[],[np.int32(14)]
18,appear,[],[np.int32(15)]
18,appear,[],[np.int32(18)]
18,appear,[],[np.int32(19)]
18,appear,[],[np.int32(22)]
18,appear,[],[np.int32(24)]
18,appear,[],[np.int32(26)]
18,appear,[],[np.int32(28)]
18,appear,[],[np.int32(29)]
18,appear,[],[np.int32(30)]
18,appear,[],[np.int32(34)]
18,appear,[],[np.int32(38)]
18,appear,[],[np.int32(39)]
18,appear,[],[np.int32(40)]
18,appear,[],[np.int32(44)]
18,appear,[],[np.int32(49)]
18,appear,[],[np.int32(50)]
18,appear,[],[np.int32(52)]
18,appear,[],[np.int32(55)]
18,appear,[],[np.int32(56)]
18,appear,[],[np.int32(57)]
18,appear,[],[np.int32(58)]
18,appear,[],[np.int32(59)]
18,appear,[],[np.int32(62)]
18,appear,[],[np.int32(63)]
18,disappear,[np.int32(7)],[]
18,disappear,[np.int32(9)],[]
18,disappear,[np.int32(14)],[]
18,disappear,[np.int32(16)],[]
18,disappear,[np.int32(18)],[]
18,disappear,[np.int32(20)],[]
18,disappear,[np.int32(24)],[]
19,appear,[],[np.int32(2)]
19,appear,[],[np.int32(12)]
19,appear,[],[np.int32(13)]
19,appear,[],[np.int32(23)]
19,appear,[],[np.int32(25)]
19,appear,[],[np.int32(26)]
19,appear,[],[np.int32(30)]
19,appear,[],[np.int32(32)]
19,appear,[],[np.int32(33)]
19,appear,[],[np.int32(45)]
19,appear,[],[np.int32(46)]
19,appear,[],[np.int32(49)]
19,appear,[],[np.int32(54)]
19,appear,[],[np.int32(58)]
19,appear,[],[np.int32(62)]
19,appear,[],[np.int32(64)]
19,appear,[],[np.int32(66)]
19,appear,[],[np.int32(72)]
19,appear,[],[np.int32(73)]
19,appear,[],[np.int32(75)]
19,disappear,[np.int32(12)],[]
19,disappear,[np.int32(19)],[]
19,disappear,[np.int32(21)],[]
19,disappear,[np.int32(22)],[]
19,disappear,[np.int32(25)],[]
19,disappear,[np.int32(28)],[]
19,disappear,[np.int32(31)],[]
19,disappear,[np.int32(33)],[]
19,disappear,[np.int32(37)],[]
19,disappear,[np.int32(38)],[]
19,disappear,[np.int32(60)],[]
19,disappear,[np.int32(65)],[]
20,appear,[],[np.int32(2)]
20,appear,[],[np.int32(3)]
20,appear,[],[np.int32(4)]
20,appear,[],[np.int32(6)]
20,appear,[],[np.int32(7)]
20,appear,[],[np.int32(14)]
20,appear,[],[np.int32(17)]
20,appear,[],[np.int32(20)]
20,appear,[],[np.int32(22)]
20,appear,[],[np.int32(25)]
20,appear,[],[np.int32(26)]
20,appear,[],[np.int32(27)]
20,appear,[],[np.int32(29)]
20,appear,[],[np.int32(30)]
20,appear,[],[np.int32(31)]
20,appear,[],[np.int32(34)]
20,appear,[],[np.int32(40)]
20,appear,[],[np.int32(43)]
20,appear,[],[np.int32(45)]
20,appear,[],[np.int32(46)]
20,appear,[],[np.int32(49)]
20,appear,[],[np.int32(50)]
20,appear,[],[np.int32(53)]
20,appear,[],[np.int32(54)]
20,appear,[],[np.int32(55)]
20,appear,[],[np.int32(57)]
20,appear,[],[np.int32(59)]
20,appear,[],[np.int32(61)]
20,appear,[],[np.int32(68)]
20,appear,[],[np.int32(76)]
20,disappear,[np.int32(2)],[]
20,disappear,[np.int32(13)],[]
20,disappear,[np.int32(14)],[]
20,disappear,[np.int32(16)],[]
20,disappear,[np.int32(17)],[]
20,disappear,[np.int32(25)],[]
20,disappear,[np.int32(28)],[]
20,disappear,[np.int32(31)],[]
20,disappear,[np.int32(32)],[]
20,disappear,[np.int32(46)],[]
20,disappear,[np.int32(52)],[]
20,disappear,[np.int32(54)],[]
20,disappear,[np.int32(59)],[]
20,disappear,[np.int32(63)],[]
20,disappear,[np.int32(69)],[]
20,disappear,[np.int32(72)],[]
21,appear,[],[np.int32(1)]
21,appear,[],[np.int32(11)]
21,appear,[],[np.int32(12)]
21,appear,[],[np.int32(13)]
21,appear,[],[np.int32(14)]
21,appear,[],[np.int32(17)]
21,appear,[],[np.int32(20)]
21,appear,[],[np.int32(34)]
21,appear,[],[np.int32(35)]
21,appear,[],[np.int32(39)]
21,appear,[],[np.int32(40)]
21,appear,[],[np.int32(45)]
21,appear,[],[np.int32(58)]
21,appear,[],[np.int32(63)]
21,appear,[],[np.int32(67)]
21,appear,[],[np.int32(68)]
21,appear,[],[np.int32(69)]
21,appear,[],[np.int32(73)]
21,appear,[],[np.int32(80)]
21,appear,[],[np.int32(82)]
21,appear,[],[np.int32(84)]
21,appear,[],[np.int32(87)]
21,appear,[],[np.int32(88)]
21,appear,[],[np.int32(93)]
21,disappear,[np.int32(4)],[]
21,disappear,[np.int32(5)],[]
21,disappear,[np.int32(7)],[]
21,disappear,[np.int32(9)],[]
21,disappear,[np.int32(10)],[]
21,disappear,[np.int32(15)],[]
21,disappear,[np.int32(16)],[]
21,disappear,[np.int32(17)],[]
21,disappear,[np.int32(22)],[]
21,disappear,[np.int32(41)],[]
21,disappear,[np.int32(42)],[]
21,disappear,[np.int32(43)],[]
21,disappear,[np.int32(45)],[]
21,disappear,[np.int32(54)],[]
21,disappear,[np.int32(55)],[]
21,disappear,[np.int32(57)],[]
21,disappear,[np.int32(58)],[]
21,disappear,[np.int32(59)],[]
21,disappear,[np.int32(64)],[]
21,disappear,[np.int32(76)],[]
22,appear,[],[np.int32(5)]
22,appear,[],[np.int32(8)]
22,appear,[],[np.int32(11)]
22,appear,[],[np.int32(12)]
22,appear,[],[np.int32(15)]
22,appear,[],[np.int32(16)]
22,appear,[],[np.int32(18)]
22,appear,[],[np.int32(22)]
22,appear,[],[np.int32(24)]
22,appear,[],[np.int32(29)]
22,appear,[],[np.int32(36)]
22,appear,[],[np.int32(38)]
22,appear,[],[np.int32(44)]
22,appear,[],[np.int32(46)]
22,appear,[],[np.int32(52)]
22,appear,[],[np.int32(57)]
22,appear,[],[np.int32(64)]
22,merge,"[np.int64(59), np.int64(67)]",[np.int32(66)]
22,appear,[],[np.int32(70)]
22,appear,[],[np.int32(73)]
22,appear,[],[np.int32(79)]
22,appear,[],[np.int32(81)]
22,appear,[],[np.int32(84)]
22,appear,[],[np.int32(91)]
22,disappear,[np.int32(9)],[]
22,disappear,[np.int32(11)],[]
22,disappear,[np.int32(12)],[]
22,disappear,[np.int32(14)],[]
22,disappear,[np.int32(30)],[]
22,disappear,[np.int32(32)],[]
22,disappear,[np.int32(34)],[]
22,disappear,[np.int32(35)],[]
22,disappear,[np.int32(37)],[]
22,disappear,[np.int32(40)],[]
22,disappear,[np.int32(52)],[]
22,split,[np.int32(57)],"[np.int64(59), np.int64(63)]"
22,disappear,[np.int32(63)],[]
22,disappear,[np.int32(68)],[]
22,disappear,[np.int32(69)],[]
22,disappear,[np.int32(71)],[]
22,disappear,[np.int32(75)],[]
22,disappear,[np.int32(84)],[]
22,disappear,[np.int32(86)],[]
23,appear,[],[np.int32(2)]
23,appear,[],[np.int32(6)]
23,merge,"[np.int64(14), np.int64(18)]",[np.int32(12)]
23,appear,[],[np.int32(13)]
23,appear,[],[np.int32(15)]
23,merge,"[np.int64(13), np.int64(19)]",[np.int32(17)]
23,appear,[],[np.int32(18)]
23,appear,[],[np.int32(20)]
23,appear,[],[np.int32(22)]
23,appear,[],[np.int32(25)]
23,appear,[],[np.int32(36)]
23,appear,[],[np.int32(37)]
23,appear,[],[np.int32(38)]
23,appear,[],[np.int32(39)]
23,appear,[],[np.int32(41)]
23,appear,[],[np.int32(44)]
23,appear,[],[np.int32(46)]
23,appear,[],[np.int32(49)]
23,appear,[],[np.int32(52)]
23,appear,[],[np.int32(53)]
23,appear,[],[np.int32(54)]
23,appear,[],[np.int32(58)]
23,appear,[],[np.int32(74)]
23,appear,[],[np.int32(87)]
23,appear,[],[np.int32(99)]
23,disappear,[np.int32(2)],[]
23,disappear,[np.int32(11)],[]
23,disappear,[np.int32(12)],[]
23,disappear,[np.int32(20)],[]
23,disappear,[np.int32(24)],[]
23,disappear,[np.int32(35)],[]
23,disappear,[np.int32(38)],[]
23,disappear,[np.int32(44)],[]
23,disappear,[np.int32(46)],[]
23,disappear,[np.int32(47)],[]
23,disappear,[np.int32(49)],[]
23,disappear,[np.int32(52)],[]
23,disappear,[np.int32(58)],[]
23,split,[np.int32(66)],"[np.int64(71), np.int64(80)]"
23,disappear,[np.int32(72)],[]
23,disappear,[np.int32(77)],[]
23,disappear,[np.int32(82)],[]
24,appear,[],[np.int32(1)]
24,appear,[],[np.int32(4)]
24,appear,[],[np.int32(8)]
24,appear,[],[np.int32(11)]
24,appear,[],[np.int32(14)]
24,appear,[],[np.int32(15)]
24,appear,[],[np.int32(23)]
24,appear,[],[np.int32(31)]
24,appear,[],[np.int32(32)]
24,appear,[],[np.int32(34)]
24,appear,[],[np.int32(35)]
24,appear,[],[np.int32(39)]
24,appear,[],[np.int32(42)]
24,appear,[],[np.int32(47)]
24,appear,[],[np.int32(54)]
24,appear,[],[np.int32(55)]
24,appear,[],[np.int32(56)]
24,appear,[],[np.int32(72)]
24,appear,[],[np.int32(77)]
24,appear,[],[np.int32(78)]
24,appear,[],[np.int32(82)]
24,appear,[],[np.int32(87)]
24,appear,[],[np.int32(88)]
24,appear,[],[np.int32(97)]
24,appear,[],[np.int32(108)]
24,appear,[],[np.int32(109)]
24,appear,[],[np.int32(111)]
24,appear,[],[np.int32(114)]
24,disappear,[np.int32(6)],[]
24,disappear,[np.int32(7)],[]
24,split,[np.int32(12)],"[np.int64(16), np.int64(22)]"
24,disappear,[np.int32(13)],[]
24,disappear,[np.int32(16)],[]
24,split,[np.int32(17)],"[np.int64(20), np.int64(26)]"
24,disappear,[np.int32(21)],[]
24,disappear,[np.int32(22)],[]
24,disappear,[np.int32(24)],[]
24,disappear,[np.int32(28)],[]
24,disappear,[np.int32(29)],[]
24,disappear,[np.int32(41)],[]
24,disappear,[np.int32(42)],[]
24,disappear,[np.int32(46)],[]
24,disappear,[np.int32(48)],[]
24,disappear,[np.int32(51)],[]
24,disappear,[np.int32(52)],[]
24,disappear,[np.int32(55)],[]
24,disappear,[np.int32(66)],[]
24,disappear,[np.int32(85)],[]
24,disappear,[np.int32(87)],[]
24,disappear,[np.int32(94)],[]
25,appear,[],[np.int32(5)]
25,appear,[],[np.int32(7)]
25,appear,[],[np.int32(9)]
25,appear,[],[np.int32(13)]
25,appear,[],[np.int32(19)]
25,appear,[],[np.int32(23)]
25,appear,[],[np.int32(24)]
25,appear,[],[np.int32(28)]
25,appear,[],[np.int32(39)]
25,appear,[],[np.int32(42)]
25,appear,[],[np.int32(45)]
25,appear,[],[np.int32(47)]
25,appear,[],[np.int32(48)]
25,appear,[],[np.int32(49)]
25,appear,[],[np.int32(50)]
25,appear,[],[np.int32(52)]
25,appear,[],[np.int32(55)]
25,appear,[],[np.int32(60)]
25,appear,[],[np.int32(61)]
25,appear,[],[np.int32(62)]
25,appear,[],[np.int32(63)]
25,appear,[],[np.int32(64)]
25,appear,[],[np.int32(65)]
25,appear,[],[np.int32(66)]
25,appear,[],[np.int32(67)]
25,appear,[],[np.int32(69)]
25,appear,[],[np.int32(79)]
25,appear,[],[np.int32(81)]
25,appear,[],[np.int32(82)]
25,appear,[],[np.int32(83)]
25,appear,[],[np.int32(89)]
25,appear,[],[np.int32(92)]
25,appear,[],[np.int32(98)]
25,appear,[],[np.int32(105)]
25,appear,[],[np.int32(107)]
25,appear,[],[np.int32(112)]
25,appear,[],[np.int32(113)]
25,appear,[],[np.int32(121)]
25,disappear,[np.int32(2)],[]
25,disappear,[np.int32(8)],[]
25,disappear,[np.int32(11)],[]
25,disappear,[np.int32(13)],[]
25,disappear,[np.int32(19)],[]
25,disappear,[np.int32(23)],[]
25,disappear,[np.int32(24)],[]
25,disappear,[np.int32(31)],[]
25,disappear,[np.int32(34)],[]
25,disappear,[np.int32(39)],[]
25,disappear,[np.int32(42)],[]
25,disappear,[np.int32(47)],[]
25,disappear,[np.int32(54)],[]
25,disappear,[np.int32(56)],[]
25,disappear,[np.int32(66)],[]
25,disappear,[np.int32(68)],[]
25,disappear,[np.int32(70)],[]
25,disappear,[np.int32(76)],[]
25,disappear,[np.int32(82)],[]
25,disappear,[np.int32(83)],[]
25,disappear,[np.int32(93)],[]
25,disappear,[np.int32(97)],[]
25,disappear,[np.int32(99)],[]
25,disappear,[np.int32(111)],[]
25,disappear,[np.int32(112)],[]
26,appear,[],[np.int32(1)]
26,appear,[],[np.int32(5)]
26,appear,[],[np.int32(15)]
26,appear,[],[np.int32(16)]
26,appear,[],[np.int32(29)]
26,appear,[],[np.int32(32)]
26,appear,[],[np.int32(37)]
26,appear,[],[np.int32(39)]
26,appear,[],[np.int32(49)]
26,appear,[],[np.int32(52)]
26,appear,[],[np.int32(60)]
26,appear,[],[np.int32(62)]
26,appear,[],[np.int32(65)]
26,appear,[],[np.int32(72)]
26,appear,[],[np.int32(77)]
26,appear,[],[np.int32(79)]
26,appear,[],[np.int32(84)]
26,appear,[],[np.int32(85)]
26,appear,[],[np.int32(93)]
26,appear,[],[np.int32(94)]
26,appear,[],[np.int32(108)]
26,appear,[],[np.int32(111)]
26,disappear,[np.int32(6)],[]
26,disappear,[np.int32(10)],[]
26,disappear,[np.int32(22)],[]
26,disappear,[np.int32(24)],[]
26,disappear,[np.int32(26)],[]
26,disappear,[np.int32(34)],[]
26,disappear,[np.int32(35)],[]
26,disappear,[np.int32(39)],[]
26,disappear,[np.int32(40)],[]
26,disappear,[np.int32(47)],[]
26,disappear,[np.int32(48)],[]
26,disappear,[np.int32(56)],[]
26,disappear,[np.int32(60)],[]
26,disappear,[np.int32(61)],[]
26,disappear,[np.int32(64)],[]
26,disappear,[np.int32(69)],[]
26,disappear,[np.int32(73)],[]
26,disappear,[np.int32(76)],[]
26,disappear,[np.int32(81)],[]
26,disappear,[np.int32(82)],[]
26,disappear,[np.int32(83)],[]
26,disappear,[np.int32(92)],[]
26,disappear,[np.int32(98)],[]
26,disappear,[np.int32(102)],[]
26,disappear,[np.int32(113)],[]
26,disappear,[np.int32(123)],[]
26,disappear,[np.int32(124)],[]
26,disappear,[np.int32(126)],[]
27,appear,[],[np.int32(10)]
27,appear,[],[np.int32(11)]
27,appear,[],[np.int32(15)]
27,appear,[],[np.int32(20)]
27,appear,[],[np.int32(24)]
27,appear,[],[np.int32(25)]
27,appear,[],[np.int32(29)]
27,appear,[],[np.int32(31)]
27,appear,[],[np.int32(33)]
27,appear,[],[np.int32(36)]
27,appear,[],[np.int32(37)]
27,appear,[],[np.int32(39)]
27,appear,[],[np.int32(51)]
27,appear,[],[np.int32(52)]
27,appear,[],[np.int32(53)]
27,appear,[],[np.int32(62)]
27,appear,[],[np.int32(63)]
27,appear,[],[np.int32(65)]
27,appear,[],[np.int32(67)]
27,appear,[],[np.int32(69)]
27,appear,[],[np.int32(70)]
27,merge,"[np.int64(65), np.int64(70)]",[np.int32(77)]
27,appear,[],[np.int32(79)]
27,appear,[],[np.int32(82)]
27,appear,[],[np.int32(83)]
27,appear,[],[np.int32(84)]
27,appear,[],[np.int32(90)]
27,appear,[],[np.int32(92)]
27,appear,[],[np.int32(103)]
27,appear,[],[np.int32(107)]
27,appear,[],[np.int32(110)]
27,appear,[],[np.int32(115)]
27,appear,[],[np.int32(120)]
27,appear,[],[np.int32(123)]
27,appear,[],[np.int32(129)]
27,appear,[],[np.int32(130)]
27,appear,[],[np.int32(131)]
27,disappear,[np.int32(9)],[]
27,disappear,[np.int32(11)],[]
27,disappear,[np.int32(19)],[]
27,disappear,[np.int32(21)],[]
27,disappear,[np.int32(28)],[]
27,disappear,[np.int32(32)],[]
27,disappear,[np.int32(35)],[]
27,disappear,[np.int32(37)],[]
27,disappear,[np.int32(47)],[]
27,disappear,[np.int32(59)],[]
27,disappear,[np.int32(72)],[]
27,disappear,[np.int32(77)],[]
27,disappear,[np.int32(80)],[]
27,disappear,[np.int32(82)],[]
27,disappear,[np.int32(85)],[]
27,disappear,[np.int32(90)],[]
27,disappear,[np.int32(93)],[]
27,disappear,[np.int32(99)],[]
27,disappear,[np.int32(104)],[]
27,disappear,[np.int32(109)],[]
27,disappear,[np.int32(110)],[]
27,disappear,[np.int32(111)],[]
27,disappear,[np.int32(112)],[]
27,disappear,[np.int32(120)],[]
28,appear,[],[np.int32(4)]
28,appear,[],[np.int32(8)]
28,appear,[],[np.int32(9)]
28,appear,[],[np.int32(11)]
28,appear,[],[np.int32(14)]
28,appear,[],[np.int32(15)]
28,appear,[],[np.int32(19)]
28,appear,[],[np.int32(21)]
28,appear,[],[np.int32(30)]
28,appear,[],[np.int32(34)]
28,appear,[],[np.int32(42)]
28,appear,[],[np.int32(45)]
28,appear,[],[np.int32(55)]
28,appear,[],[np.int32(56)]
28,appear,[],[np.int32(57)]
28,appear,[],[np.int32(63)]
28,appear,[],[np.int32(75)]
28,appear,[],[np.int32(84)]
28,appear,[],[np.int32(93)]
28,appear,[],[np.int32(96)]
28,appear,[],[np.int32(97)]
28,appear,[],[np.int32(101)]
28,appear,[],[np.int32(106)]
28,appear,[],[np.int32(113)]
28,appear,[],[np.int32(124)]
28,appear,[],[np.int32(127)]
28,appear,[],[np.int32(134)]
28,appear,[],[np.int32(137)]
28,split,[np.int32(3)],"[np.int64(3), np.int64(12)]"
28,disappear,[np.int32(5)],[]
28,disappear,[np.int32(6)],[]
28,disappear,[np.int32(7)],[]
28,disappear,[np.int32(10)],[]
28,disappear,[np.int32(15)],[]
28,disappear,[np.int32(21)],[]
28,disappear,[np.int32(25)],[]
28,disappear,[np.int32(31)],[]
28,disappear,[np.int32(36)],[]
28,disappear,[np.int32(40)],[]
28,disappear,[np.int32(53)],[]
28,disappear,[np.int32(54)],[]
28,disappear,[np.int32(58)],[]
28,split,[np.int32(59)],"[np.int64(62), np.int64(66)]"
28,disappear,[np.int32(62)],[]
28,disappear,[np.int32(67)],[]
28,disappear,[np.int32(68)],[]
28,disappear,[np.int32(74)],[]
28,disappear,[np.int32(79)],[]
28,disappear,[np.int32(84)],[]
28,disappear,[np.int32(97)],[]
28,disappear,[np.int32(100)],[]
28,disappear,[np.int32(101)],[]
28,disappear,[np.int32(103)],[]
28,disappear,[np.int32(131)],[]
28,disappear,[np.int32(132)],[]
29,appear,[],[np.int32(4)]
29,appear,[],[np.int32(5)]
29,merge,"[np.int64(15), np.int64(16)]",[np.int32(14)]
29,appear,[],[np.int32(18)]
29,appear,[],[np.int32(23)]
29,appear,[],[np.int32(29)]
29,appear,[],[np.int32(31)]
29,appear,[],[np.int32(32)]
29,appear,[],[np.int32(36)]
29,appear,[],[np.int32(41)]
29,appear,[],[np.int32(42)]
29,appear,[],[np.int32(54)]
29,appear,[],[np.int32(55)]
29,appear,[],[np.int32(62)]
29,appear,[],[np.int32(68)]
29,appear,[],[np.int32(70)]
29,appear,[],[np.int32(75)]
29,appear,[],[np.int32(78)]
29,appear,[],[np.int32(91)]
29,appear,[],[np.int32(93)]
29,appear,[],[np.int32(96)]
29,appear,[],[np.int32(107)]
29,appear,[],[np.int32(111)]
29,appear,[],[np.int32(117)]
29,appear,[],[np.int32(121)]
29,appear,[],[np.int32(126)]
29,disappear,[np.int32(8)],[]
29,disappear,[np.int32(10)],[]
29,disappear,[np.int32(14)],[]
29,disappear,[np.int32(24)],[]
29,disappear,[np.int32(30)],[]
29,disappear,[np.int32(32)],[]
29,disappear,[np.int32(39)],[]
29,disappear,[np.int32(42)],[]
29,disappear,[np.int32(46)],[]
29,disappear,[np.int32(54)],[]
29,disappear,[np.int32(55)],[]
29,disappear,[np.int32(62)],[]
29,disappear,[np.int32(67)],[]
29,disappear,[np.int32(71)],[]
29,disappear,[np.int32(90)],[]
29,disappear,[np.int32(91)],[]
29,disappear,[np.int32(92)],[]
29,disappear,[np.int32(100)],[]
29,disappear,[np.int32(114)],[]
29,disappear,[np.int32(118)],[]
29,disappear,[np.int32(122)],[]
29,disappear,[np.int32(124)],[]
29,disappear,[np.int32(127)],[]
29,disappear,[np.int32(135)],[]
30,appear,[],[np.int32(9)]
30,appear,[],[np.int32(10)]
30,appear,[],[np.int32(11)]
30,appear,[],[np.int32(17)]
30,merge,"[np.int64(21), np.int64(26)]",[np.int32(21)]
30,appear,[],[np.int32(39)]
30,merge,"[np.int64(50), np.int64(60)]",[np.int32(48)]
30,appear,[],[np.int32(56)]
30,appear,[],[np.int32(58)]
30,appear,[],[np.int32(61)]
30,appear,[],[np.int32(64)]
30,appear,[],[np.int32(76)]
30,appear,[],[np.int32(78)]
30,appear,[],[np.int32(87)]
30,appear,[],[np.int32(88)]
30,appear,[],[np.int32(107)]
30,appear,[],[np.int32(115)]
30,appear,[],[np.int32(118)]
30,appear,[],[np.int32(127)]
30,appear,[],[np.int32(133)]
30,appear,[],[np.int32(134)]
30,disappear,[np.int32(5)],[]
30,disappear,[np.int32(24)],[]
30,disappear,[np.int32(31)],[]
30,disappear,[np.int32(33)],[]
30,disappear,[np.int32(41)],[]
30,disappear,[np.int32(47)],[]
30,disappear,[np.int32(54)],[]
30,disappear,[np.int32(56)],[]
